üniversite_adı,ülke,öğretim,uluslararası,araştırma,atıflar,gelir,toplam_puan,öğrenci_sayısı,öğrenci_personel_oranı,uluslararası_öğrenciler,yıl,kadın_oranı,erkek_oranı
"Rutgers, the State University of New Jersey",United States of America,40.5,34.3,45.3,71.0,35.2,50.5,37032,17.3,0.08,2015,0.51,0.49
University of Leeds,United Kingdom,39.4,67.6,39.1,69.3,39.4,50.4,27703,14.7,0.21,2015,0.58,0.42
Brandeis University,United States of America,25.8,54.7,29.1,95.3,43.9,50.3,5495,12.6,0.22,2015,0.55,0.45
Sungkyunkwan University (SKKU),South Korea,48.1,35.8,50.2,51.7,98.5,50.2,24365,20.3,0.09,2015,0.39,0.61
University of Birmingham,United Kingdom,42.8,75.8,39.8,62.7,36.0,50.2,25295,16.4,0.23,2015,0.54,0.46
Indiana University,United States of America,46.5,37.1,35.1,73.1,49.032975986277876,50.1,62468,13.6,0.13,2015,0.53,0.47
"University of California, Riverside",United States of America,29.4,61.6,27.5,91.5,39.5,50.1,20626,22.0,0.12,2015,0.51,0.49
Dartmouth College,United States of America,38.3,33.1,35.4,80.4,49.1,50.0,6178,6.6,0.16,2015,0.47,0.53
Aarhus University,Denmark,30.9,66.3,47.5,66.5,59.8,49.9,23895,13.6,0.14,2015,0.54,0.46
University of Exeter,United Kingdom,32.0,79.8,32.7,78.0,35.8,49.7,17755,18.8,0.28,2015,0.54,0.46
National Taiwan University,Taiwan,48.8,27.5,57.3,47.7,43.8,49.3,31891,11.9,0.07,2015,0.39,0.61
RWTH Aachen University,Germany,39.0,56.8,29.9,75.0,69.8,49.2,37917,27.6,0.16,2015,0.31,0.69
Osaka University,Japan,51.3,29.1,48.0,51.1,73.6,49.1,23144,7.8,0.09,2015,0.31,0.69
University of Liverpool,United Kingdom,31.3,79.5,33.2,76.2,40.0,49.1,18815,13.6,0.3,2015,0.52,0.48
University of Western Australia,Australia,36.3,87.3,38.1,62.2,63.3,49.1,20851,20.7,0.27,2015,0.5,0.5
University of Copenhagen,Denmark,34.0,71.8,34.4,73.5,44.4,49.0,27545,4.1,0.19,2015,0.67,0.33
École Normale Supérieure de Lyon,France,38.1,64.4,33.8,73.0,29.3,49.0,2218,8.0,0.14,2015,0.49,0.51
University of Utah,United States of America,38.8,27.5,36.5,75.0,58.1,48.6,25674,16.9,0.09,2015,0.45,0.55
University of Freiburg,Germany,38.0,56.7,28.1,74.0,81.4,48.3,26467,31.2,0.16,2015,0.52,0.48
University of Adelaide,Australia,33.8,79.3,40.4,61.1,65.3,48.2,20771,30.1,0.26,2015,0.48,0.52
Istanbul Technical University,Turkey,30.2,37.3,36.9,79.7,51.1,48.1,34550,16.0,0.05,2015,0.34,0.66
Karlsruhe Institute of Technology,Germany,40.5,60.1,34.9,62.9,82.7,48.1,25294,24.6,0.16,2015,0.26,0.74
Pompeu Fabra University,Spain,25.1,63.2,28.3,88.3,35.9,48.1,10901,18.3,0.13,2015,0.59,0.41
Tohoku University,Japan,49.7,29.7,47.3,49.6,76.8,48.1,17200,5.0,0.07,2015,0.25,0.75
University of Miami,United States of America,42.7,56.7,27.2,73.1,49.032975986277876,48.0,15286,5.7,0.14,2015,0.5,0.5
University of Antwerp,Belgium,34.6,61.0,33.6,67.7,100.0,47.9,12346,30.3,0.16,2015,0.56,0.44
University of Nottingham,United Kingdom,39.9,70.6,35.8,62.7,39.6,47.8,30144,15.0,0.27,2015,0.54,0.46
Université Catholique de Louvain,Belgium,37.9,59.7,34.9,67.7,46.1,47.8,28856,42.0,0.19,2015,0.54,0.46
Georgetown University,United States of America,51.1,43.3,28.2,62.2,80.0,47.7,15408,8.5,0.14,2015,0.53,0.47
University of Victoria,Canada,21.6,70.1,30.6,86.7,31.6,47.7,17581,21.5,0.11,2015,0.56,0.44
University of Auckland,New Zealand,28.6,87.3,33.4,68.4,74.2,47.5,29787,18.9,0.28,2015,0.54,0.46
University of Iowa,United States of America,41.9,31.7,33.5,71.0,49.3,47.5,27526,11.6,0.11,2015,0.52,0.48
Syracuse University,United States of America,32.4,41.2,24.4,87.1,40.6,47.3,19660,15.9,0.15,2015,0.55,0.45
Joseph Fourier University,France,38.0,57.3,29.3,73.0,31.3,47.1,16130,12.1,0.13,2015,0.5,0.5
University of Aberdeen,United Kingdom,28.0,84.1,30.2,74.3,42.1,47.1,12938,15.8,0.33,2015,0.54,0.46
Paris Diderot University – Paris 7,France,25.6,67.4,19.7,92.2,29.1,47.0,27756,14.8,0.17,2015,0.63,0.37
University of Delaware,United States of America,29.0,40.6,36.3,73.1,99.3,47.0,19262,15.9,0.1,2015,0.56,0.44
Arizona State University,United States of America,35.7,29.5,37.5,73.1,32.6,46.9,83236,29.9,0.09,2015,0.5,0.5
Sabancı University,Turkey,26.0,44.6,27.1,88.5,42.9,46.9,2739,15.9,0.06,2015,0.39,0.61
University of Vienna,Austria,35.2,91.0,39.7,56.3,29.4,46.9,34651,20.5,0.25,2015,0.67,0.33
Northeastern University,United States of America,36.4,54.7,21.9,81.3,34.0,46.8,18539,15.1,0.26,2015,0.5,0.5
University of Oslo,Norway,36.1,60.3,35.2,66.3,36.6,46.7,27139,18.8,0.18,2015,0.5,0.5
Yeshiva University,United States of America,45.2,27.6,23.9,77.8,49.032975986277876,46.7,6753,5.5,0.07,2015,0.53,0.47
Stony Brook University,United States of America,32.8,60.5,24.4,80.4,31.3,46.6,21908,10.9,0.24,2015,0.5,0.5
Tel Aviv University,Israel,43.5,46.1,51.1,45.5,42.6,46.6,23977,24.4,0.04,2015,0.5,0.5
University of Ottawa,Canada,37.9,63.2,34.7,62.9,45.9,46.6,36733,26.3,0.15,2015,0.6,0.4
University at Buffalo,United States of America,40.1,57.0,39.8,57.5,39.6,46.5,25668,19.0,0.19,2015,0.47,0.53
City University of Hong Kong,Hong Kong,31.0,71.3,32.9,68.6,49.8,46.3,10015,7.1,0.28,2015,0.51,0.49
Fudan University,China,45.6,37.4,34.0,61.0,49.4,46.2,32175,12.2,0.11,2015,0.5,0.5
Iowa State University,United States of America,36.4,40.6,30.9,72.0,54.4,46.2,29991,17.4,0.11,2015,0.44,0.56
University of Bonn,Germany,32.2,54.8,22.2,83.8,49.032975986277876,46.1,32474,70.4,0.13,2015,0.55,0.45
Lomonosov Moscow State University,Russian Federation,55.9,60.4,42.1,33.8,78.5,46.0,30822,7.7,0.2,2015,0.43,0.57
"St George’s, University of London",United Kingdom,23.1,55.8,27.3,86.4,32.4,46.0,2958,13.4,0.17,2015,0.61,0.39
University of East Anglia,United Kingdom,25.2,76.5,22.6,83.7,29.2,45.9,14992,14.7,0.28,2015,0.58,0.42
University of Leicester,United Kingdom,29.8,83.9,31.6,67.1,34.8,45.7,14541,13.4,0.35,2015,0.54,0.46
Florida Institute of Technology,United States of America,19.7,63.0,13.1,99.2,53.7,45.6,4408,13.7,0.26,2015,0.34,0.66
George Washington University,United States of America,44.6,39.9,25.1,70.0,29.3,45.6,20541,12.0,0.16,2015,0.56,0.44
Cardiff University,United Kingdom,30.5,69.3,30.4,69.3,34.8,59.88001693480102,23347,13.1,0.23,2015,0.57,0.43
Goethe University Frankfurt,Germany,28.1,55.6,22.4,78.8,38.8,59.88001693480102,31861,9.3,0.15,2015,0.6,0.4
Hebrew University of Jerusalem,Israel,41.5,53.3,36.3,57.2,31.5,59.88001693480102,17612,10.7,0.05,2015,0.55,0.45
Hong Kong Polytechnic University,Hong Kong,33.7,69.9,36.5,56.5,42.6,59.88001693480102,22064,25.9,0.26,2015,0.51,0.49
Korea University,South Korea,48.9,35.9,44.3,39.9,98.5,59.88001693480102,24043,15.8,0.14,2015,0.5,0.5
Newcastle University,United Kingdom,30.3,73.8,29.6,70.3,35.0,59.88001693480102,20174,15.2,0.29,2015,0.5,0.5
Technion Israel Institute of Technology,Israel,36.9,60.6,37.5,52.0,36.5,59.88001693480102,13855,19.4,0.04,2015,0.35,0.65
Ulm University,Germany,35.0,54.1,22.0,73.0,56.7,59.88001693480102,9187,11.2,0.1,2015,0.47,0.53
University of Barcelona,Spain,28.4,47.8,28.8,79.7,31.0,59.88001693480102,47491,12.2,0.1,2015,0.62,0.38
University of Bergen,Norway,29.5,65.3,27.9,68.5,34.2,59.88001693480102,11623,11.1,0.12,2015,0.6,0.4
University of Dundee,United Kingdom,24.4,64.5,22.5,84.4,47.7,59.88001693480102,11628,15.3,0.25,2015,0.6,0.4
University of Illinois at Chicago,United States of America,43.0,53.4,34.1,55.1,40.7,59.88001693480102,24313,9.2,0.17,2015,0.53,0.47
University of Innsbruck,Austria,23.9,93.4,17.1,77.0,42.0,59.88001693480102,18209,16.9,0.39,2015,0.54,0.46
University of Reading,United Kingdom,32.8,75.0,34.0,58.1,34.9,59.88001693480102,12050,14.8,0.28,2015,0.55,0.45
University of Science and Technology of China,China,36.9,26.3,27.3,73.6,71.6,59.88001693480102,14290,7.9,0.02,2015,0.5,0.5
University of Strasbourg,France,28.6,69.5,23.4,74.0,32.0,59.88001693480102,46208,17.8,0.21,2015,0.58,0.42
University of São Paulo,Brazil,51.6,25.3,51.6,32.3,40.1,59.88001693480102,81402,14.6,0.04,2015,0.48,0.52
University of Texas at Dallas,United States of America,26.0,55.4,28.2,77.8,41.6,59.88001693480102,16306,22.8,0.23,2015,0.44,0.56
University of Trieste,Italy,28.7,50.7,16.0,88.1,33.3,59.88001693480102,18135,25.8,0.09,2015,0.56,0.44
University of Twente,Netherlands,32.3,67.2,45.3,49.4,89.2,59.88001693480102,6631,12.0,0.26,2015,0.37,0.63
Université Libre de Bruxelles,Belgium,26.7,79.4,36.2,64.4,50.7,59.88001693480102,23819,26.1,0.32,2015,0.54,0.46
Wake Forest University,United States of America,33.3,26.0,23.5,81.3,38.2,59.88001693480102,7326,4.6,0.05,2015,0.51,0.49
William & Mary,United States of America,36.8,26.5,19.9,78.7,30.0,59.88001693480102,7867,11.8,0.07,2015,0.54,0.46
Yonsei University,South Korea,44.5,35.7,45.8,44.3,69.7,59.88001693480102,24774,11.6,0.14,2015,0.5,0.5
Autonomous University of Barcelona,Spain,30.4,46.4,29.2,67.0,34.6,59.88001693480102,30538,12.3,0.1,2015,0.59,0.41
"Birkbeck, University of London",United Kingdom,28.3,84.4,29.3,60.4,28.7,59.88001693480102,9454,17.2,0.38,2015,0.55,0.45
Brunel University London,United Kingdom,22.1,88.8,21.4,75.3,31.9,59.88001693480102,12613,17.6,0.38,2015,0.46,0.54
Carleton University,Canada,24.3,61.1,24.5,76.9,30.7,59.88001693480102,25036,29.8,0.18,2015,0.47,0.53
Dalhousie University,Canada,33.6,71.6,30.0,54.4,68.9,59.88001693480102,15064,14.4,0.18,2015,0.55,0.45
Laval University,Canada,35.8,55.7,29.9,58.1,62.7,59.88001693480102,27227,16.2,0.12,2015,0.5,0.5
Mines ParisTech,France,39.6,58.7,23.2,55.1,99.0,59.88001693480102,1283,5.6,0.22,2015,0.28,0.72
Nagoya University,Japan,37.5,31.8,31.8,59.9,86.3,59.88001693480102,15529,7.9,0.1,2015,0.29,0.71
Rensselaer Polytechnic Institute,United States of America,30.9,42.8,26.2,67.8,49.9,59.88001693480102,6671,15.0,0.16,2015,0.3,0.7
Simon Fraser University,Canada,24.6,61.4,29.3,67.6,41.8,59.88001693480102,26640,28.3,0.19,2015,0.55,0.45
State University of New York Albany,United States of America,25.7,39.6,35.0,68.9,49.032975986277876,59.88001693480102,15387,18.5,0.08,2015,0.51,0.49
Tokyo Metropolitan University,Japan,19.6,39.5,9.8,100.0,31.0,59.88001693480102,9303,9.9,0.04,2015,0.35,0.65
University College Dublin,Republic of Ireland,31.7,79.4,28.1,61.7,33.8,59.88001693480102,22193,24.5,0.23,2015,0.5,0.5
University of Calgary,Canada,34.4,63.1,30.5,59.4,41.5,59.88001693480102,28341,16.5,0.17,2015,0.53,0.47
University of Gothenburg,Sweden,24.1,46.8,38.2,64.4,37.0,59.88001693480102,26420,16.4,0.12,2015,0.5,0.5
University of Kiel,Germany,31.1,44.2,24.3,70.8,42.0,59.88001693480102,24444,23.8,0.08,2015,0.53,0.47
University of Konstanz,Germany,30.5,57.0,33.4,59.4,52.5,59.88001693480102,10930,59.1,0.12,2015,0.54,0.46
University of Milan-Bicocca,Italy,27.1,40.6,23.0,76.6,45.0,59.88001693480102,33370,72.5,0.05,2015,0.6,0.4
University of Technology Sydney,Australia,27.8,86.9,32.5,58.7,40.1,59.88001693480102,24519,44.1,0.31,2015,0.53,0.47
University of Western Ontario,Canada,38.3,63.7,35.7,47.0,50.7,59.88001693480102,27387,20.7,0.16,2015,0.54,0.46
University of Würzburg,Germany,28.6,50.2,17.3,81.4,30.0,59.88001693480102,26576,38.4,0.08,2015,0.57,0.43
Vienna University of Technology,Austria,43.3,75.9,32.4,41.7,64.1,59.88001693480102,26419,52.0,0.27,2015,0.27,0.73
York University,Canada,27.5,59.7,35.3,62.9,34.1,59.88001693480102,48007,39.4,0.09,2015,0.59,0.41
Aalto University,Finland,31.8,59.4,31.3,50.2,64.5,59.88001693480102,16099,24.2,0.17,2015,0.32,0.68
Federico Santa María Technical University,Chile,13.0,48.7,10.1,99.7,28.1,59.88001693480102,11718,34.0,0.02,2015,0.24,0.76
Medical University of Vienna,Austria,28.6,73.1,17.0,71.1,33.7,59.88001693480102,7426,2.9,0.28,2015,0.5,0.5
Nanjing University,China,34.6,50.2,23.3,59.6,51.7,59.88001693480102,29743,13.3,0.1,2015,0.46,0.54
National Tsing Hua University,Taiwan,39.4,24.8,40.3,49.1,49.4,59.88001693480102,10221,13.5,0.05,2015,0.33,0.67
"National University of Ireland, Galway",Republic of Ireland,26.7,71.7,24.8,62.8,43.1,59.88001693480102,14067,26.8,0.14,2015,0.56,0.44
Queen’s University,Canada,37.3,55.4,33.4,48.2,59.0,59.88001693480102,20488,22.1,0.1,2015,0.58,0.42
Queen’s University Belfast,United Kingdom,30.1,88.6,25.1,52.2,43.7,59.88001693480102,17940,17.9,0.3,2015,0.54,0.46
Technical University of Darmstadt,Germany,36.9,59.6,33.7,42.0,88.9,59.88001693480102,20300,53.6,0.18,2015,0.28,0.72
University of Bremen,Germany,33.9,53.0,27.6,55.7,46.3,59.88001693480102,18590,25.6,0.11,2015,0.5,0.5
University of Iceland,Iceland,14.9,59.1,24.7,74.8,64.0,59.88001693480102,13960,25.9,0.08,2015,0.66,0.34
University of Münster,Germany,30.6,48.2,18.1,73.0,38.2,59.88001693480102,39838,46.1,0.08,2015,0.53,0.47
University of Newcastle,Australia,26.5,70.6,29.9,57.5,75.6,59.88001693480102,23508,21.9,0.18,2015,0.56,0.44
University of Otago,New Zealand,27.1,81.5,27.7,57.6,31.9,59.88001693480102,18600,20.3,0.21,2015,0.57,0.43
University of Pavia,Italy,26.3,43.5,19.2,75.6,64.4,59.88001693480102,22958,40.6,0.06,2015,0.56,0.44
University of Salento,Italy,32.3,40.3,25.6,64.5,38.4,59.88001693480102,19959,58.4,0.01,2015,0.64,0.36
University of South Florida,United States of America,27.7,41.0,37.9,55.1,99.8,59.88001693480102,31424,21.5,0.1,2015,0.5,0.5
"University of the Andes, Colombia",Colombia,17.3,54.6,12.1,89.8,36.5,59.88001693480102,15773,16.9,0.02,2015,0.44,0.56
University of the Witwatersrand,South Africa,22.3,66.3,21.7,67.3,94.8,59.88001693480102,23321,18.6,0.09,2015,0.56,0.44
University of Trento,Italy,26.8,57.3,20.3,70.3,46.0,59.88001693480102,16841,43.2,0.08,2015,0.51,0.49
University of Turin,Italy,29.4,39.3,20.3,72.5,40.8,59.88001693480102,67552,66.0,0.06,2015,0.62,0.38
University of Waterloo,Canada,30.9,63.1,40.4,47.0,41.7,59.88001693480102,30726,24.2,0.14,2015,0.45,0.55
Chalmers University of Technology,Sweden,35.7,62.5,32.8,40.8,75.8,59.88001693480102,8605,11.6,0.15,2015,0.3,0.7
Colorado State University,United States of America,27.6,30.4,31.3,59.9,38.8,59.88001693480102,26769,19.0,0.05,2015,0.52,0.48
Indian Institute of Science,India,32.6,18.2,39.5,51.6,37.9,59.88001693480102,3318,8.2,0.01,2015,0.19,0.81
Lappeenranta University of Technology,Finland,25.2,59.1,25.5,59.9,73.8,59.88001693480102,3486,23.9,0.19,2015,0.31,0.69
Montpellier University,France,23.7,56.6,22.5,67.4,33.6,59.88001693480102,36731,18.4,0.14,2015,0.51,0.49
National Chiao Tung University,Taiwan,35.0,30.7,40.7,40.4,98.2,59.88001693480102,12646,16.6,0.05,2015,0.27,0.73
Norwegian University of Science and Technology,Norway,33.5,54.7,29.6,49.6,45.0,59.88001693480102,17381,13.9,0.09,2015,0.46,0.54
Panjab University,India,23.7,29.2,10.5,84.4,28.3,59.88001693480102,16691,23.9,0.01,2015,0.46,0.54
Plymouth University,United Kingdom,18.4,51.3,18.1,80.5,28.8,59.88001693480102,24121,25.9,0.13,2015,0.52,0.48
Queensland University of Technology,Australia,29.9,69.8,36.0,42.9,71.9,59.88001693480102,33391,35.8,0.17,2015,0.54,0.46
Shanghai Jiao Tong University,China,37.9,23.9,37.9,38.9,88.4,59.88001693480102,38191,12.8,0.06,2015,0.37,0.63
Stellenbosch University,South Africa,30.0,47.8,31.2,45.6,94.7,59.88001693480102,21849,23.0,0.08,2015,0.53,0.47
Tilburg University,Netherlands,33.0,62.2,45.1,34.9,55.1,59.88001693480102,7576,22.4,0.1,2015,0.49,0.51
Tokyo Medical and Dental University (TMDU),Japan,42.7,21.8,22.9,51.1,56.9,59.88001693480102,2872,3.3,0.07,2015,0.51,0.49
University College Cork,Republic of Ireland,26.7,70.8,22.2,56.9,45.9,59.88001693480102,15805,22.3,0.15,2015,0.55,0.45
University of Bologna,Italy,31.0,43.1,23.2,64.5,34.9,59.88001693480102,85532,22.9,0.07,2015,0.56,0.44
University of Cincinnati,United States of America,32.0,26.0,22.4,67.8,35.6,59.88001693480102,36108,15.7,0.06,2015,0.54,0.46
University of Erlangen-Nuremberg,Germany,28.4,49.0,15.3,68.7,46.8,59.88001693480102,36146,53.9,0.09,2015,0.49,0.51
University of Fribourg,Switzerland,29.2,84.4,19.7,58.6,48.2,59.88001693480102,10416,46.9,0.19,2015,0.58,0.42
University of Georgia,United States of America,39.7,35.3,28.9,46.6,31.1,59.88001693480102,33119,19.9,0.07,2015,0.57,0.43
University of Macau,Macau,17.1,73.3,20.3,68.1,33.6,59.88001693480102,8521,14.9,0.31,2015,0.58,0.42
University of Milan,Italy,25.3,37.4,22.9,66.9,40.1,59.88001693480102,58618,24.3,0.05,2015,0.6,0.4
University of Nebraska-Lincoln,United States of America,31.0,47.8,24.4,57.5,35.0,59.88001693480102,21789,16.4,0.09,2015,0.46,0.54
University of South Australia,Australia,25.7,80.8,24.0,52.7,83.9,59.88001693480102,18971,26.2,0.32,2015,0.59,0.41
University of South Carolina,United States of America,34.5,37.3,27.5,55.1,31.8,59.88001693480102,29336,16.3,0.01,2015,0.55,0.45
University of Wollongong,Australia,25.2,80.4,27.8,55.1,44.7,59.88001693480102,16489,25.4,0.24,2015,0.5,0.5
Victoria University of Wellington,New Zealand,21.6,84.2,28.5,53.8,49.7,59.88001693480102,17142,21.1,0.21,2015,0.55,0.45
Virginia Polytechnic Institute and State University,United States of America,40.1,28.9,40.0,40.7,42.6,59.88001693480102,30850,18.6,0.1,2015,0.42,0.58
Autonomous University of Madrid,Spain,28.6,48.8,19.3,59.7,32.2,59.88001693480102,28296,13.0,0.15,2015,0.56,0.44
Bangor University,United Kingdom,22.4,73.1,23.0,55.8,31.1,59.88001693480102,9567,19.5,0.22,2015,0.55,0.45
Charles Darwin University,Australia,20.3,45.5,17.8,64.5,32.7,59.88001693480102,5570,25.4,0.15,2015,0.67,0.33
Charles University in Prague,Czech Republic,31.5,53.9,24.3,50.1,29.4,59.88001693480102,51438,13.0,0.15,2015,0.62,0.38
Creighton University,United States of America,40.7,29.1,10.4,63.3,32.4,59.88001693480102,7086,8.3,0.02,2015,0.57,0.43
Deakin University,Australia,20.1,71.8,20.6,57.5,30.6,59.88001693480102,32713,30.4,0.17,2015,0.6,0.4
Drexel University,United States of America,31.8,42.2,14.3,57.5,34.6,59.88001693480102,20713,10.8,0.18,2015,0.48,0.52
Hong Kong Baptist University,Hong Kong,21.2,62.3,13.2,70.8,29.1,59.88001693480102,10441,11.0,0.25,2015,0.61,0.39
Kansas State University,United States of America,27.0,41.5,16.5,61.0,39.2,59.88001693480102,21379,15.1,0.1,2015,0.5,0.5
Koç University,Turkey,21.6,49.8,24.4,58.5,50.6,59.88001693480102,4488,14.6,0.08,2015,0.52,0.48
Macquarie University,Australia,24.0,89.2,24.8,50.2,36.2,59.88001693480102,27930,20.0,0.44,2015,0.55,0.45
Novosibirsk State University,Russian Federation,24.6,43.8,17.2,70.5,33.4,59.88001693480102,7131,7.1,0.13,2015,0.52,0.48
Oregon State University,United States of America,27.8,36.7,21.1,63.3,32.0,59.88001693480102,22578,16.8,0.09,2015,0.47,0.53
Polytechnic University of Milan,Italy,27.6,42.9,26.6,55.8,67.8,59.88001693480102,30025,22.2,0.12,2015,0.34,0.66
Renmin University of China,China,34.9,44.4,14.7,59.6,42.8,59.88001693480102,24954,12.7,0.06,2015,0.5,0.5
San Diego State University,United States of America,19.7,26.9,24.8,65.6,29.2,59.88001693480102,27420,31.7,0.05,2015,0.57,0.43
Sapienza University of Rome,Italy,32.3,37.5,28.1,50.7,34.2,59.88001693480102,120986,32.3,0.07,2015,0.59,0.41
Sharif University of Technology,Iran,28.7,19.4,34.7,50.4,86.2,59.88001693480102,10977,18.7,0.0,2015,0.27,0.73
State University of Campinas,Brazil,43.4,20.7,38.8,28.0,44.5,59.88001693480102,27095,15.3,0.03,2015,0.48,0.52
Sun Yat-sen University,China,32.5,37.0,25.2,54.1,58.9,59.88001693480102,51351,16.6,0.08,2015,0.51,0.49
Tulane University,United States of America,40.7,29.7,20.7,53.9,49.032975986277876,59.88001693480102,11381,8.4,0.08,2015,0.56,0.44
University of Bath,United Kingdom,29.2,76.1,25.1,47.5,36.7,59.88001693480102,12830,18.8,0.3,2015,0.46,0.54
University of Canterbury,New Zealand,21.1,88.2,23.4,53.8,49.5,59.88001693480102,12187,16.5,0.2,2015,0.51,0.49
University of Cologne,Germany,25.6,52.1,18.4,65.3,28.8,59.88001693480102,43280,43.4,0.11,2015,0.6,0.4
University of Connecticut,United States of America,37.6,38.8,27.1,45.4,31.1,59.88001693480102,25742,13.0,0.11,2015,0.51,0.49
University of Crete,Greece,19.0,47.0,16.8,67.0,36.0,59.88001693480102,14650,26.9,0.05,2015,0.63,0.37
University of Duisburg-Essen,Germany,21.9,49.2,13.7,64.1,44.2,59.88001693480102,36051,46.6,0.11,2015,0.49,0.51
University of Essex,United Kingdom,31.6,86.7,29.0,39.3,29.1,59.88001693480102,12695,19.8,0.39,2015,0.55,0.45
University of Houston,United States of America,39.3,33.1,25.8,44.2,43.2,59.88001693480102,40325,43.7,0.09,2015,0.5,0.5
University of Jyväskylä,Finland,27.6,47.2,24.0,50.2,49.032975986277876,59.88001693480102,9703,15.2,0.05,2015,0.62,0.38
University of Manitoba,Canada,31.6,43.4,29.4,48.2,43.5,59.88001693480102,28576,27.8,0.11,2015,0.55,0.45
University of Marrakech Cadi Ayyad,Morocco,16.3,45.1,6.5,83.0,28.6,59.88001693480102,56060,38.7,0.01,2015,0.46,0.54
University of Montana,United States of America,29.1,20.7,13.7,75.0,34.4,59.88001693480102,12470,15.2,0.03,2015,0.54,0.46
University of Nebraska Medical Center,United States of America,36.4,34.8,16.5,51.5,34.5,59.88001693480102,2857,2.6,0.08,2015,0.67,0.33
University of Padua,Italy,20.7,40.4,18.2,68.0,32.9,59.88001693480102,62577,18.3,0.04,2015,0.56,0.44
University of Pisa,Italy,22.4,36.7,18.8,69.2,37.7,59.88001693480102,47247,18.0,0.04,2015,0.52,0.48
University of Southern Denmark,Denmark,19.5,67.1,20.5,61.2,72.6,59.88001693480102,22210,12.7,0.16,2015,0.52,0.48
University of Stirling,United Kingdom,21.5,66.9,25.1,49.9,30.7,59.88001693480102,7828,15.9,0.22,2015,0.61,0.39
University of Stuttgart,Germany,30.6,59.3,17.3,56.9,48.2,59.88001693480102,24099,45.4,0.2,2015,0.31,0.69
University of Tampere,Finland,22.9,45.6,22.2,58.7,42.5,59.88001693480102,10045,9.5,0.04,2015,0.66,0.34
